Öffentliche Stellen sind gemäß der Richtlinie (EU) 2016/2102 des Europäischen Parlaments dazu verpflichtet, Webauftritte barrierefrei zugänglich zu machen.;Die Stadt München ist eine öffentliche Stelle.\nDie Stadt München muss sich an die Regeln halten.\nDie Stadt München muss ihre Internet-Seiten barriere-frei machen.
Die Stadt München arbeitet beständig an der Verbesserung ihres Webauftritts und konnte aufgrund der Fülle des Materials und der Komplexität der Site noch nicht alle Inhalte und Services digital barrierefrei gestalten.;Die Stadt München arbeitet immer weiter daran.\nDie Internet-Seite soll noch weniger Barrieren haben.
Sie können Mängel bei der Einhaltung der Anforderungen an die Barrierefreiheit mitteilen oder Informationen, die nicht barrierefrei dargestellt werden müssen, barrierefrei anfordern.;Sie können uns sagen,\nwenn Sie Barrieren auf der Internet-Seite finden.\nZum Beispiel:\n* Sie können ein Dokument nicht lesen.\n  Das Dokument ist ein PDF-Dokument.\n  PDF-Dokumente kann man nicht verändern.\n  Dafür sehen sie auf jedem Computer gleich aus.\n  Dann machen wir das Dokument barriere-frei.\n  Das heißt:\n  Wir machen das Dokument so um,\n  dass Sie es mit einem Vorlese-Programm lesen können.\n  Ein Vorlese-Programm ist ein Computer-Programm.\n  Das Programm liest Ihnen den Text vor.\n  Sie können uns sagen,\n  wenn Sie ein Dokument nicht lesen können.\n  Dann machen wir das Dokument barriere-frei.\n  Das heißt:\n  Wir machen das Dokument so um,\n  dass Sie es mit einem Vorlese-Programm lesen können.\n  Ein Vorlese-Programm ist ein Computer-Programm.\n  Das Programm liest Ihnen den Text vor.
Durchsetzungsverfahren\n\nBleibt eine Anfrage an die Kontaktstelle innerhalb von sechs Wochen ganz oder teilweise unbeantwortet, prüft die zuständige Aufsichtsbehörde auf Antrag der betroffenen Nutzer*innen, ob im Rahmen der Überwachung gegenüber den Betreibern des Webangebots Maßnahmen erforderlich sind. Die für das Durchsetzungsverfahren zuständigen Aufsicht ist das Landesamt für Digitalisierung, Breitband und Vermessung:\n\nLandesamt für Digitalisierung, Breitband und Vermessung\nAlexandrastraße 4\n80538 München\nTelefon: 089 2129-1111\nFax: 089 2129-1113\nE-Mail: service@geodaten.bayern.de;Die Mitarbeiter von der Kontakt-Stelle\nsind für Sie da.\nSie können sich an die Mitarbeiter wenden.\nZum Beispiel, wenn Sie mit der Antwort nicht zufrieden sind.\nOder wenn Sie keine Antwort bekommen.\nDie Mitarbeiter von der Kontakt-Stelle\nhelfen Ihnen weiter.\nDie Mitarbeiter von der Kontakt-Stelle\nsind Ihre Ansprech-Partner.\nAnsprech-Partner ist ein anderes Wort für Hilfe.
Wenn Ihre personenbezogenen Daten von der Landeshauptstadt München verarbeitet werden, können Sie als betroffene Person im Rahmen der gesetzlichen Regelungen von der Landeshauptstadt München Auskunft über die Sie betreffenden personenbezogenen Daten erhalten. Sind Daten unrichtig, so können Sie unter Umständen Berichtigung verlangen. Als betroffene Person haben Sie ferner unter bestimmten Voraussetzungen das gesetzliche Recht, die Daten löschen oder sperren zu lassen.;Sie können von uns Informationen bekommen.\nZum Beispiel:\nWelche Daten haben wir von Ihnen?\nWas machen wir mit Ihren Daten?\nDas nennt man Auskunft.\nSie können von uns verlangen:\nBitte ändern Sie meine Daten.\nDas nennt man Berichtigung.\nSie können von uns verlangen:\nBitte löschen Sie meine Daten.\nDas nennt man Löschung.\nSie können von uns verlangen:\nBitte geben Sie meine Daten nicht weiter.\nDas nennt man Widerspruch.\nSie können den Widerspruch aber auch erst später machen.\nWir dürfen wir Ihre Daten nur weitergeben,\nwenn Sie das wollen.
In der Stadt-Information im Rathaus erhalten Sie neben Printmedien, Rat und Hilfeleistung verschiedenster Art.;In der Stadt-Information im Rathaus bekommen Sie viele verschiedene Dinge.
In der Stadt-Information im Rathaus erhalten Sie Prospekte, Informationsmaterial und Formulare zu unterschiedlichen Themen. Die Mitarbeiter stehen den Besucherinnen und Besucher mit Rat und Hilfeleistung verschiedenster Art zur Verfügung.;Die Stadt-Information ist im Rathaus.\nIm Rathaus arbeiten viele Menschen.\nDie Menschen arbeiten für die Stadt München.\n\nDie Stadt-Information ist im Erd-Geschoss.\nDas Erd-Geschoss ist der untere Teil von einem Haus.\nIm Erd-Geschoss ist der Eingangs-Bereich von einem Haus.\nIm Erd-Geschoss ist der Bürger-Bereich von einem Haus.\nDer Bürger-Bereich ist für alle Menschen da.\n\nDer Eingangs-Bereich und der Bürger-Bereich sind barriere-frei.\nDas heißt:\nMenschen im Roll-Stuhl\nkönnen einfach hinein-kommen.\n\nDie Adresse von der Stadt-Information ist:\nRathaus\nMarienplatz 8\n80331 München\n\nDie Stadt-Information ist dann geöffnet\n\nMontag, Dienstag, Mittwoch, Donnerstag und Freitag:\nImmer von 10 Uhr vormittags bis 18 Uhr abends\nSamstag:\nImmer von 10 Uhr vormittags bis 16 Uhr nachmittags\n\nDie Stadt-Information ist nicht an Feier-Tagen geöffnet.\nDas ist zum Beispiel an Weihnachten und an Ostern.
Bei der Behördennummer wird der persönliche Kontakt groß geschrieben. Von Montag bis Freitag, 8 bis 18 Uhr, können den Mitarbeitenden der 115-Servicecenter Fragen gestellt werden. Die meisten Anliegen werden direkt beantwortet. Falls dies einmal nicht möglich ist, verspricht die 115 eine schnelle Rückmeldung.;Sie können die Behörden-Nummer 115 anrufen.\nSie erreichen die Service-Nummer amMontag, Dienstag, Mittwoch, Donnerstag und Freitag\nImmer von 8 Uhr morgens bis 18 Uhr abends.\nSie können vom Handy aus anrufen.\nOder von Ihrem Festnetz-Telefon.\nSie brauchen keine Vorwahl.\n\nSie können die Mitarbeiter von der Behörden-Nummer 115 fragen:\nZum Beispiel:\n* Wo bekomme ich einen neuen Reise-Pass?\n* Ich ziehe nach München.\n  Wo kann ich mich anmelden?\n* Wie bekomme ich Wohn-Geld?\n* Ich will heiraten.\n  Was muss ich tun?\n* Wie bekomme ich Eltern-Geld?\n* Wo bekomme ich ein Führungs-Zeugnis?\n* Ich habe ein neues Auto.\n  Ich muss zur Zulassungs-Stelle.\n  Wann hat die Zulassungs-Stelle geöffnet?\n\nDie Mitarbeiter von der Behörden-Nummer 115 helfen Ihnen.\nDie Mitarbeiter von der Behörden-Nummer 115 sind freundlich.\nDie Mitarbeiter von der Behörden-Nummer 115 sind gut ausgebildet.\nDie Mitarbeiter von der Behörden-Nummer 115 sind gut informiert.\nDie Mitarbeiter von der Behörden-Nummer 115 sind vertrauens-würdig.\nDas bedeutet:\nSie können den Mitarbeitern von der Behörden-Nummer 115 glauben.\nDie Mitarbeiter von der Behörden-Nummer 115 sagen Ihnen die Wahrheit.\nDie Mitarbeiter von der Behörden-Nummer 115 helfen Ihnen.\nDie Mitarbeiter von der Behörden-Nummer 115 helfen Ihnen schnell.\nDie Mitarbeiter von der Behörden-Nummer 115 helfen Ihnen kostenlos.\nDas bedeutet:\nSie müssen den Mitarbeitern von der Behörden-Nummer 115 kein Geld geben.
Mit einer leicht zu merkenden Rufnummer erhalten Bürger*innen bundesweit einen direkten Draht zur Verwaltung. Wird eine Frage wie z.B. zum Wohnsitz anmelden, Ausweis beantragen oder Fahrzeug ummelden, gestellt, beantworten die Mitarbeitenden des Service-Centers der Landeshauptstadt München gerne Ihre Anliegen.;Die Stadt-Verwaltung von München hat eine Telefon-Nummer.\nDie Telefon-Nummer ist 115.\nSie können die 115 anrufen.\nSie bekommen Informationen.\nZum Beispiel:\n* Wo ist das Bürger-Büro in der Innen-Stadt?\n* Wie bekomme ich einen neuen Reise-Pass?\n* Ich ziehe nach München.\n  Wo kann ich mich anmelden?\n* Wie bekomme ich Wohn-Geld?\n* Ich will heiraten.\n  Was muss ich tun?\n* Wie bekomme ich Eltern-Geld?\n* Wo bekomme ich ein Führungs-Zeugnis?\n* Ich habe ein neues Auto.\n  Ich muss zur Zulassungs-Stelle.\n  Wann hat die Zulassungs-Stelle geöffnet?\n* Ich habe eine Frage zur Müll-Entsorgung.\n  Wann wird der Müll abgeholt?\n  Wo kann ich meinen Sperr-Müll abgeben?\n  Was kostet das?
Komplexere Anfragen werden durch ein eigens dafür eingerichtetes Back-Office bearbeitet oder an die Fachbereiche weitergeleitet und es erfolgt eine Rückmeldung.;Komplizierte Anfragen werden von einem speziellen Back-Office bearbeitet.\nOder die Anfragen werden an die Fach-Leute weiter-geleitet.\nDie Fach-Leute arbeiten in der Stadt-Verwaltung.\nDie Fach-Leute kennen sich mit dem Thema gut aus.\nDie Fach-Leute schreiben Ihnen eine Antwort.
