Öffentliche Stellen sind gemäß der Richtlinie (EU) 2016/2102 des Europäischen Parlaments dazu verpflichtet, Webauftritte barrierefrei zugänglich zu machen.;Öffentliche Stellen müssen ihre Internet-Seiten so gestalten, dass sie für alle Menschen zugänglich sind.\nDas steht in der Richtlinie (EU) 2016/2102 des Europäischen Parlaments.
Die Stadt München arbeitet beständig an der Verbesserung ihres Webauftritts und konnte aufgrund der Fülle des Materials und der Komplexität der Site noch nicht alle Inhalte und Services digital barrierefrei gestalten.;Die Stadt München arbeitet immer daran, ihre Internet-Seite zu verbessern.\nNoch sind nicht alle Texte und Angebote barriere-frei.\nDas liegt daran, dass es sehr viele Texte und Angebote gibt.\nUnd dass manche Texte und Angebote sehr kompliziert sind.
Sie können Mängel bei der Einhaltung der Anforderungen an die Barrierefreiheit mitteilen oder Informationen, die nicht barrierefrei dargestellt werden müssen, barrierefrei anfordern.;Sie können uns sagen, wenn etwas nicht gut ist.\nZum Beispiel, wenn Sie etwas nicht lesen können.\nOder wenn Sie etwas nicht verstehen.\nWir helfen Ihnen dann.\nSie können auch Informationen anfordern, die für alle Menschen gut lesbar sind.
Durchsetzungsverfahren\n\nBleibt eine Anfrage an die Kontaktstelle innerhalb von sechs Wochen ganz oder teilweise unbeantwortet, prüft die zuständige Aufsichtsbehörde auf Antrag der betroffenen Nutzer*innen, ob im Rahmen der Überwachung gegenüber den Betreibern des Webangebots Maßnahmen erforderlich sind. Die für das Durchsetzungsverfahren zuständigen Aufsicht ist das Landesamt für Digitalisierung, Breitband und Vermessung:\n\nLandesamt für Digitalisierung, Breitband und Vermessung\nAlexandrastraße 4\n80538 München\nTelefon: 089 2129-1111\nFax: 089 2129-1113\nE-Mail: service@geodaten.bayern.de;Durchsetzungs-Verfahren\n\nWenn eine Anfrage an die Kontakt-Stelle innerhalb von sechs Wochen ganz oder teilweise unbeantwortet bleibt, prüft die zuständige Aufsichts-Behörde auf Antrag der betroffenen Nutzer*innen, ob im Rahmen der Überwachung gegenüber den Betreibern des Web-Angebots Maßnahmen erforderlich sind.\nDie für das Durchsetzungs-Verfahren zuständige Aufsicht ist das Landes-Amt für Digitalisierung, Breitband und Vermessung:\nLandes-Amt für Digitalisierung, Breitband und Vermessung\nAlexandra-Straße 4\n80538 München\nTelefon: 089 2129-1111\nFax: 089 2129-1113\nE-Mail: service@geodaten.bayern.de
Wenn Ihre personenbezogenen Daten von der Landeshauptstadt München verarbeitet werden, können Sie als betroffene Person im Rahmen der gesetzlichen Regelungen von der Landeshauptstadt München Auskunft über die Sie betreffenden personenbezogenen Daten erhalten. Sind Daten unrichtig, so können Sie unter Umständen Berichtigung verlangen. Als betroffene Person haben Sie ferner unter bestimmten Voraussetzungen das gesetzliche Recht, die Daten löschen oder sperren zu lassen.;Wenn die Landeshauptstadt München Ihre persönlichen Daten verarbeitet, können Sie als betroffene Person im Rahmen der gesetzlichen Regelungen Auskunft über Ihre persönlichen Daten erhalten. Wenn Daten falsch sind, können Sie unter bestimmten Bedingungen eine Korrektur verlangen. Als betroffene Person haben Sie auch unter bestimmten Voraussetzungen das gesetzliche Recht, die Daten löschen oder sperren zu lassen.
In der Stadt-Information im Rathaus erhalten Sie neben Printmedien, Rat und Hilfeleistung verschiedenster Art.;In der Stadt-Information im Rathaus bekommen Sie viele verschiedene Sachen.\nZum Beispiel:\n* Informationen zum Mitnehmen\n* Beratung und Hilfe.
In der Stadt-Information im Rathaus erhalten Sie Prospekte, Informationsmaterial und Formulare zu unterschiedlichen Themen. Die Mitarbeiter stehen den Besucherinnen und Besucher mit Rat und Hilfeleistung verschiedenster Art zur Verfügung.;In der Stadt-Information im Rathaus bekommen Sie Prospekte, Informationen und Formulare zu verschiedenen Themen.\nDie Mitarbeiter helfen Ihnen gerne.\nSie geben Ihnen Ratschläge und unterstützen Sie in vielen Bereichen.
Bei der Behördennummer wird der persönliche Kontakt groß geschrieben. Von Montag bis Freitag, 8 bis 18 Uhr, können den Mitarbeitenden der 115-Servicecenter Fragen gestellt werden. Die meisten Anliegen werden direkt beantwortet. Falls dies einmal nicht möglich ist, verspricht die 115 eine schnelle Rückmeldung.;Die Behörden-Nummer ist wichtig.\nMan kann von Montag bis Freitag, von 8 bis 18 Uhr, anrufen.\nMan kann den Mitarbeitenden vom 115-Service-Center Fragen stellen.\nDie meisten Fragen werden sofort beantwortet.\nWenn das mal nicht geht, dann ruft die 115 schnell zurück.
Mit einer leicht zu merkenden Rufnummer erhalten Bürger*innen bundesweit einen direkten Draht zur Verwaltung. Wird eine Frage wie z.B. zum Wohnsitz anmelden, Ausweis beantragen oder Fahrzeug ummelden, gestellt, beantworten die Mitarbeitenden des Service-Centers der Landeshauptstadt München gerne Ihre Anliegen.;Sie können die Telefon-Nummer 115 anrufen.\nSie erreichen mit der Telefon-Nummer 115\ndas Service-Center.\nDas Service-Center ist ein Büro.\nIn dem Büro arbeiten viele Mitarbeiter und Mitarbeiterinnen.\nDie Mitarbeiter und Mitarbeiterinnen helfen Ihnen.\nZum Beispiel, wenn Sie Fragen haben.\nOder wenn Sie etwas beantragen wollen.\nZum Beispiel einen neuen Ausweis.\nOder wenn Sie etwas melden wollen.\nZum Beispiel, dass Sie umgezogen sind.\nOder dass Sie ein Auto gekauft haben.\nOder dass Sie ein Auto verkauft haben.\nOder dass Sie ein Auto verschenkt haben.\nOder dass Sie ein Auto verschrottet haben.\nOder dass Sie ein Auto umgemeldet haben.
Komplexere Anfragen werden durch ein eigens dafür eingerichtetes Back-Office bearbeitet oder an die Fachbereiche weitergeleitet und es erfolgt eine Rückmeldung.;Komplizierte Fragen werden von einem speziellen Büro bearbeitet.\nOder von den Fach-Abteilungen.\nSie bekommen dann eine Antwort.
