
Öffentliche Stellen sind gemäß der Richtlinie (EU) 2016/2102 des Europäischen Parlaments dazu verpflichtet, Webauftritte barrierefrei zugänglich zu machen.;Alle öffentlichen Stellen müssen ihre Internet-Seiten barrierefrei machen.\nDas steht in der Richtlinie (EU) 2016/2102 des Europäischen Parlaments.
Die Stadt München arbeitet beständig an der Verbesserung ihres Webauftritts und konnte aufgrund der Fülle des Materials und der Komplexität der Site noch nicht alle Inhalte und Services digital barrierefrei gestalten.;Die Stadt München arbeitet ständig daran, ihre Website zu verbessern. Noch sind nicht alle Inhalte und Dienste barrierefrei, weil die Website sehr kompliziert ist und ganz viele Informationen enthält.
Sie können Mängel bei der Einhaltung der Anforderungen an die Barrierefreiheit mitteilen oder Informationen, die nicht barrierefrei dargestellt werden müssen, barrierefrei anfordern.;Wenn Sie uns mitteilen möchten, dass eine Webseite oder eine App nicht barrierefrei ist, können Sie das hier tun. Ebenso können Sie hier Informationen anfordern, die barrierefrei dargestellt werden müssen.
Durchsetzungsverfahren\n\nBleibt eine Anfrage an die Kontaktstelle innerhalb von sechs Wochen ganz oder teilweise unbeantwortet, prüft die zuständige Aufsichtsbehörde auf Antrag der betroffenen Nutzer*innen, ob im Rahmen der Überwachung gegenüber den Betreibern des Webangebots Maßnahmen erforderlich sind. Die für das Durchsetzungsverfahren zuständigen Aufsicht ist das Landesamt für Digitalisierung, Breitband und Vermessung:\n\nLandesamt für Digitalisierung, Breitband und Vermessung\nAlexandrastraße 4\n80538 München\nTelefon: 089 2129-1111\nFax: 089 2129-1113\nE-Mail: service@geodaten.bayern.de;Wenn die Kontaktstelle nicht innerhalb von sechs Wochen auf eine Anfrage antwortet, prüft die zuständige Aufsichtsbehörde nach Antrag der Nutzerinnen und Nutzer, ob Maßnahmen gegen die Betreiber der Webseite notwendig sind. Die zuständige Aufsichtsbehörde für das Durchsetzungsverfahren ist das Landesamt für Digitalisierung, Breitband und Vermessung. Die Kontaktdaten sind:\n\nLandesamt für Digitalisierung, Breitband und Vermessung\nAlexandrastraße 4\n80538 München\nTelefon: 089 2129-1111\nFax: 089 2129-1113\nE-Mail: service@geodaten.bayern.de.
Wenn Ihre personenbezogenen Daten von der Landeshauptstadt München verarbeitet werden, können Sie als betroffene Person im Rahmen der gesetzlichen Regelungen von der Landeshauptstadt München Auskunft über die Sie betreffenden personenbezogenen Daten erhalten. Sind Daten unrichtig, so können Sie unter Umständen Berichtigung verlangen. Als betroffene Person haben Sie ferner unter bestimmten Voraussetzungen das gesetzliche Recht, die Daten löschen oder sperren zu lassen.;Wenn die Landeshauptstadt München Ihre persönlichen Daten verwendet, können Sie eine Auskunft darüber verlangen. Das ist Ihr Recht. Sie können zum Beispiel fragen, welche Daten über Sie gespeichert sind. \nWenn die Daten nicht richtig sind, können Sie verlangen, dass sie geändert werden. \nUnter bestimmten Voraussetzungen haben Sie das Recht, zu verlangen, dass Ihre Daten gelöscht oder gesperrt werden.
In der Stadt-Information im Rathaus erhalten Sie neben Printmedien, Rat und Hilfeleistung verschiedenster Art.;In der Stadt-Information im Rathaus gibt es neben gedruckten Informationen auch Rat und Unterstützung in vielen Bereichen.
In der Stadt-Information im Rathaus erhalten Sie Prospekte, Informationsmaterial und Formulare zu unterschiedlichen Themen. Die Mitarbeiter stehen den Besucherinnen und Besucher mit Rat und Hilfeleistung verschiedenster Art zur Verfügung.;In der Stadt-Information im Rathaus bekommen Sie viele Informationen.\nZum Beispiel: Prospekte, Material und Formulare.\nDie Mitarbeiter helfen Ihnen.\nZum Beispiel: Sie geben Tipps und helfen bei vielen Dingen.
Bei der Behördennummer wird der persönliche Kontakt groß geschrieben. Von Montag bis Freitag, 8 bis 18 Uhr, können den Mitarbeitenden der 115-Servicecenter Fragen gestellt werden. Die meisten Anliegen werden direkt beantwortet. Falls dies einmal nicht möglich ist, verspricht die 115 eine schnelle Rückmeldung.;Für leichte Sprache:\n\nMitarbeitende vom 115-Servicecenter können Sie von Montag bis Freitag, von 8 bis 18 Uhr, persönlich erreichen. Dort können Sie Fragen stellen. Die meisten Fragen werden dort sofort beantwortet. Wenn das einmal nicht möglich ist, bekommen Sie schnell eine Nachricht zurück.
Mit einer leicht zu merkenden Rufnummer erhalten Bürger*innen bundesweit einen direkten Draht zur Verwaltung. Wird eine Frage wie z.B. zum Wohnsitz anmelden, Ausweis beantragen oder Fahrzeug ummelden, gestellt, beantworten die Mitarbeitenden des Service-Centers der Landeshauptstadt München gerne Ihre Anliegen.;Bürger und Bürgerinnen können bundesweit unter einer leicht zu merkenden Telefonnummer direkt mit der Verwaltung sprechen. Wenn Sie zum Beispiel Fragen haben, wie Sie sich anmelden, einen Ausweis beantragen oder ein Auto ummelden, helfen Ihnen die Mitarbeitenden vom Service-Center in München gerne.
Komplexere Anfragen werden durch ein eigens dafür eingerichtetes Back-Office bearbeitet oder an die Fachbereiche weitergeleitet und es erfolgt eine Rückmeldung.;Schwierige Anfragen werden an speziell ausgebildete Mitarbeiter geschickt. Sie arbeiten extra für schwierige Anfragen. Oder sie schicken die Anfrage an Mitarbeiter, die sich gut mit dem Thema auskennen. Dann bekommen Sie eine Antwort.
