Öffentliche Stellen sind gemäß der Richtlinie (EU) 2016/2102 des Europäischen Parlaments dazu verpflichtet, Webauftritte barrierefrei zugänglich zu machen.;Alle öffentlichen Stellen in Deutschland sind verpflichtet:\nIhre Internet-Seite muss barriere-frei sein.
Die Stadt München arbeitet beständig an der Verbesserung ihres Webauftritts und konnte aufgrund der Fülle des Materials und der Komplexität der Site noch nicht alle Inhalte und Services digital barrierefrei gestalten.;Die Stadt München arbeitet ständig an der Verbesserung ihres Webauftritts.\nArbeit an dem Webauftritt bedeutet:\nMan macht eine Internet-Seite immer noch besser.\nDie Internet-Seite heißt:\nwww.muenchen.de\n\nFür viele Internet-Seiten gibt es eine barriere-freie Version.\nWir möchten das für unsere Internet-Seite auch.\nBarriere-frei hat 2 Bedeutungen:\n* Barriere-frei bedeutet:\n  Jeder Mensch kann überall hingehen.\n  Zum Beispiel in ein Amt.\n  Für alle Menschen gibt es genug Platz.\n  Menschen im Rollstuhl\n  Blinde Menschen\n  Hörgeschädigte Menschen\n  Alte Menschen\n  Kranke Menschen.\n  Es gibt keine Barrieren.\n  Barrieren sind zum Beispiel:\n  Treppen-Stufen.\n  Oder ein Reise-Bus ohne Rampe.\n  Oder Un-Klarheit.\n  Ein Mensch kann zum Beispiel nicht gut sehen.\n  Der Mensch kann nicht gut genug sehen.\n  Dann kann man Dinge so gestalten,\n  dass man sie gut sehen kann.\n  Das ist dann barriere-frei.\n* Barriere-frei bedeutet:\n  Auf einer Internet-Seite kann nicht jeder alles lesen verstanden.\n  Darum ist die Schrift auf der Internet-Seite jetzt größer.\n  Es gibt eine einfache Sprache.\n  Es gibt Gebärden-Sprache.\n  Es gibt Leichte Sprache.\n  Leichte Sprache hilft Menschen mit einer Lern-Schwierig-Gkeit.\n  Sie einfach Informationen.\n  Leichte Sprache ist die Hilfe für Menschen mit einer Lern-Schwierig-KGheit.\n  Mit Leicher Sprache können sie dennoch wichtige Informationen bekommen.\n  Aus diesem Grund sollte sich ein Eineichter Zugang auch so lesbar sein, wie nur möglich\n  Aus diesem Grund sollte sich ein barrierearmer Zugang auch so lesbar sein, wie nur möglich\n  Aus diesem Grund sollte sich ein barrierearmer Zugang auch so lesbar sein, wie nur möglich\n  
Sie können Mängel bei der Einhaltung der Anforderungen an die Barrierefreiheit mitteilen oder Informationen, die nicht barrierefrei dargestellt werden müssen, barrierefrei anfordern.;Sie können uns wichtige Dinge sagen.\nZum Bespiel:\n* Eine Rampe ist kaputt.\n  Und wir müssen sie reparieren.\n  Eine Rampe ist ein Schräg-Weg.\n  Zum Beispiel vor einem Laden.
Durchsetzungsverfahren\n\nBleibt eine Anfrage an die Kontaktstelle innerhalb von sechs Wochen ganz oder teilweise unbeantwortet, prüft die zuständige Aufsichtsbehörde auf Antrag der betroffenen Nutzer*innen, ob im Rahmen der Überwachung gegenüber den Betreibern des Webangebots Maßnahmen erforderlich sind. Die für das Durchsetzungsverfahren zuständigen Aufsicht ist das Landesamt für Digitalisierung, Breitband und Vermessung:\n\nLandesamt für Digitalisierung, Breitband und Vermessung\nAlexandrastraße 4\n80538 München\nTelefon: 089 2129-1111\nFax: 089 2129-1113\nE-Mail: service@geodaten.bayern.de;Viele Museums-Führer arbeiten ehren-amtlich.\nDas bedeutet:\nSie bekommen kein Geld für ihre Arbeit.\nSie bekommen nur eine kleine Entschädigung.
Wenn Ihre personenbezogenen Daten von der Landeshauptstadt München verarbeitet werden, können Sie als betroffene Person im Rahmen der gesetzlichen Regelungen von der Landeshauptstadt München Auskunft über die Sie betreffenden personenbezogenen Daten erhalten. Sind Daten unrichtig, so können Sie unter Umständen Berichtigung verlangen. Als betroffene Person haben Sie ferner unter bestimmten Voraussetzungen das gesetzliche Recht, die Daten löschen oder sperren zu lassen.;Die Stadt-Verwaltung von München darf personen-bezogene Daten von Ihnen verarbeiten.\nPersonen-bezogene Daten sind zum Beispiel:\n* Ihr Name oder Ihr Geburts-Datum\n* Ihre Adresse\n* Ihre Telefon-Nummer\n* Ihre E-Mail-Adresse\n* Ihre Kranken-Versicherungs-Nummer\n* Ihre Steuer-Identifikations-Nummer\n* Ihre Kunden-Nummer.\n\nWas heißt verarbeiten?\nDas heißt:\nDie Stadt-Verwaltung von München darf die Daten über Sie aufschreiben.\nZum Beispiel:\n* in einem Computer\n* in einer Akte.\nOder die Stadt-Verwaltung darf Daten über Sie ändern.\nZum Beispiel:\n* wenn Sie umziehen.\nDann muss Ihre Adresse anders aufgeschrieben werden.
In der Stadt-Information im Rathaus erhalten Sie neben Printmedien, Rat und Hilfeleistung verschiedenster Art.;In der Stadt-Information können Sie sich informieren.\nDie Stadt-Information ist im Rathaus.\nIm Erd-Geschoss in der Nähe von dem Haupteingang.
In der Stadt-Information im Rathaus erhalten Sie Prospekte, Informationsmaterial und Formulare zu unterschiedlichen Themen. Die Mitarbeiter stehen den Besucherinnen und Besucher mit Rat und Hilfeleistung verschiedenster Art zur Verfügung.;In der Stadt-Information imam RathausKönnen Sie fragen stellen?\nKannen Sie Informationen über die Stadt bekommen?\nBekommt man in der Stadt-Information bestimmte Auskünfte direkt*\nDort bekommt man rote Aufkleber.\nAuf den \
Bei der Behördennummer wird der persönliche Kontakt groß geschrieben. Von Montag bis Freitag, 8 bis 18 Uhr, können den Mitarbeitenden der 115-Servicecenter Fragen gestellt werden. Die meisten Anliegen werden direkt beantwortet. Falls dies einmal nicht möglich ist, verspricht die 115 eine schnelle Rückmeldung.;Die Behörden-Nummer 115\nFür den Anruf gibt es eine günstige Telefon-Nummer.\nDie Telefon-Nummer ist:\n115\nSie können diese Telefon-Nummer immer anrufen.\nEs ist kostenlos.\nSie benutzen Ihr eigenes Telefon.\nSie müssen keine Vorwahl wählen.\nSie müssen keine Orts-Vorwahl wählen.\nMit den Kontakt-Zeiten meinen wir:\nWann können Sie bei der Behörden-Nummer 115 anrufen.\nDa arbeiten Menschen.\nDeswegen können Sie bei der Behörden-Nummer 115 nicht rund um die Uhr anrufen.\nVielleicht sprechen Sie mit einem Mitarbeiter.\nMitarbeiter nennen wir die Menschen in der Behörde.\nVielleicht müssen Sie abwarten.\nAber dann ruft Sie ein Mitarbeiter zurück. Die Telefon-Nummer heißt auch Service-Ruf-Nummer.\nSie müssen keine Vorwahl wählen.
Mit einer leicht zu merkenden Rufnummer erhalten Bürger*innen bundesweit einen direkten Draht zur Verwaltung. Wird eine Frage wie z.B. zum Wohnsitz anmelden, Ausweis beantragen oder Fahrzeug ummelden, gestellt, beantworten die Mitarbeitenden des Service-Centers der Landeshauptstadt München gerne Ihre Anliegen.;In München gibt es einen neuen telefonischen Service.\nDas bedeutet:\nMan kann Telefon-Anrufen und seine Fragen stellen.\nMan muss dafür nicht nach München kommen.
Komplexere Anfragen werden durch ein eigens dafür eingerichtetes Back-Office bearbeitet oder an die Fachbereiche weitergeleitet und es erfolgt eine Rückmeldung.;Schicken Sie Ihre Anfrage an unser Back-Office.\nDas ist ein Büro.\nIn dem Büro schreiben viele Mitarbeiter.\nIhre Anfrage wird in unserem Back-Office bearbeitet.\nMehrere Mitarbeiter arbeiten dort.\nSie kümmern sich um verschiedene Anfragen.\nAnfragen bedeutet:\nSie fragen etwas.\nZum Beispiel eine Bürger-Anfrage.\nEine Bürger-Anfrage bedeutet:\nEin Mensch fragt die Stadt-Verwaltung um Hilfe.\nOder ein Mensch fragt die Stadt-Verwaltung nach Informationen.\n\nDas Back-Office schickt die Anfrage oft an die richtigen Mitarbeiter.\nDie Mitarbeiter kümmern sich dann um die Anfrage.\nNach 2 Wochen bekommen Sie von unserem Back-Office eine Antwort.
