Öffentliche Stellen sind gemäß der Richtlinie (EU) 2016/2102 des Europäischen Parlaments dazu verpflichtet, Webauftritte barrierefrei zugänglich zu machen.;Öffentliche Stellen müssen gemäß der Richtlinie (EU) 2016/2102 des Europäischen Parlaments ihre Websites barrierefrei gestalten.
Die Stadt München arbeitet beständig an der Verbesserung ihres Webauftritts und konnte aufgrund der Fülle des Materials und der Komplexität der Site noch nicht alle Inhalte und Services digital barrierefrei gestalten.;Die Stadt München arbeitet immer daran, ihre Webseite zu verbessern. Es ist jedoch schwierig, alle Inhalte und Dienstleistungen digital barrierefrei zu machen, da es so viele verschiedene Materialien gibt und die Webseite sehr komplex ist.
Sie können Mängel bei der Einhaltung der Anforderungen an die Barrierefreiheit mitteilen oder Informationen, die nicht barrierefrei dargestellt werden müssen, barrierefrei anfordern.;Sie dürfen uns mitteilen, wenn die Anforderungen an Barrierefreiheit nicht eingehalten werden oder wenn Sie barrierefreie Informationen benötigen, die nicht zur Verfügung stehen.
Durchsetzungsverfahren\n\nBleibt eine Anfrage an die Kontaktstelle innerhalb von sechs Wochen ganz oder teilweise unbeantwortet, prüft die zuständige Aufsichtsbehörde auf Antrag der betroffenen Nutzer*innen, ob im Rahmen der Überwachung gegenüber den Betreibern des Webangebots Maßnahmen erforderlich sind. Die für das Durchsetzungsverfahren zuständigen Aufsicht ist das Landesamt für Digitalisierung, Breitband und Vermessung:\n\nLandesamt für Digitalisierung, Breitband und Vermessung\nAlexandrastraße 4\n80538 München\nTelefon: 089 2129-1111\nFax: 089 2129-1113\nE-Mail: service@geodaten.bayern.de;Durchsetzungsverfahren bedeutet: Wenn die Kontaktstelle nicht innerhalb von sechs Wochen antwortet, können die betroffenen Nutzer*innen die Aufsichtsbehörde um Hilfe bitten. Die Aufsichtsbehörde prüft dann, ob Maßnahmen gegen die Betreiber des Webangebots notwendig sind. Die zuständige Aufsichtsbehörde für das Durchsetzungsverfahren ist das Landesamt für Digitalisierung, Breitband und Vermessung. Man kann die Behörde telefonisch, per Fax oder per E-Mail erreichen.
Wenn Ihre personenbezogenen Daten von der Landeshauptstadt München verarbeitet werden, können Sie als betroffene Person im Rahmen der gesetzlichen Regelungen von der Landeshauptstadt München Auskunft über die Sie betreffenden personenbezogenen Daten erhalten. Sind Daten unrichtig, so können Sie unter Umständen Berichtigung verlangen. Als betroffene Person haben Sie ferner unter bestimmten Voraussetzungen das gesetzliche Recht, die Daten löschen oder sperren zu lassen.;Wenn die Landeshauptstadt München Ihre persönlichen Daten verarbeitet, haben Sie das Recht, Auskunft über Ihre Daten zu erhalten. Wenn Daten falsch sind, können Sie unter bestimmten Bedingungen eine Berichtigung verlangen. Außerdem haben Sie in bestimmten Fällen das gesetzliche Recht, die Löschung oder Sperrung Ihrer Daten zu verlangen.
In der Stadt-Information im Rathaus erhalten Sie neben Printmedien, Rat und Hilfeleistung verschiedenster Art.;Im Rathaus gibt es eine Stadt-Information. Dort bekommen Sie gedruckte Informationen und Hilfe in vielen verschiedenen Bereichen.
In der Stadt-Information im Rathaus erhalten Sie Prospekte, Informationsmaterial und Formulare zu unterschiedlichen Themen. Die Mitarbeiter stehen den Besucherinnen und Besucher mit Rat und Hilfeleistung verschiedenster Art zur Verfügung.;Im Rathaus Stadt-Information bekommen Sie Prospekte, Informationen und Formulare zu verschiedenen Themen. Die Mitarbeiter helfen den Besuchern und Besucherinnen in vielen verschiedenen Situationen.
Bei der Behördennummer wird der persönliche Kontakt groß geschrieben. Von Montag bis Freitag, 8 bis 18 Uhr, können den Mitarbeitenden der 115-Servicecenter Fragen gestellt werden. Die meisten Anliegen werden direkt beantwortet. Falls dies einmal nicht möglich ist, verspricht die 115 eine schnelle Rückmeldung.;Die Behördennummer legt viel Wert auf persönlichen Kontakt. Von Montag bis Freitag, 8 bis 18 Uhr, können Sie den Mitarbeitenden im 115-Servicecenter Fragen stellen. Die meisten Fragen werden sofort beantwortet. Falls das mal nicht möglich ist, bekommen Sie schnell eine Antwort.
Mit einer leicht zu merkenden Rufnummer erhalten Bürger*innen bundesweit einen direkten Draht zur Verwaltung. Wird eine Frage wie z.B. zum Wohnsitz anmelden, Ausweis beantragen oder Fahrzeug ummelden, gestellt, beantworten die Mitarbeitenden des Service-Centers der Landeshauptstadt München gerne Ihre Anliegen.;Mit einer einfach zu merkenden Telefonnummer können Menschen in ganz Deutschland direkt mit der Verwaltung sprechen. Wenn Sie Fragen zum Anmelden Ihres Wohnsitzes, zum Beantragen eines Ausweises oder zur Ummeldung Ihres Fahrzeugs haben, helfen Ihnen die Mitarbeiter des Service-Centers der Landeshauptstadt München gerne weiter.
Komplexere Anfragen werden durch ein eigens dafür eingerichtetes Back-Office bearbeitet oder an die Fachbereiche weitergeleitet und es erfolgt eine Rückmeldung.;Schwierige Fragen werden von spezialisierten Mitarbeitern im Back-Office bearbeitet oder an die passenden Abteilungen weitergeleitet. Danach bekommt der Kunde eine Antwort.
